ID_животного,Вид,Время_наблюдения,Тип_локации,Уровень_шума_дБ,Плотность_населения,Оценка_источника_пищи,Оценка_качества_укрытия,Оценка_аномалии_поведения,Оценка_суточной_дистанции_км,Сигнал_адаптации
HAYVAN_0265,Голубь,Вечер,Парк,75.3,61.8,5,6,0.42,1.12,Избегание
HAYVAN_0266,Енот,Вечер,Промышленная зона,43.8,51.3,9,5,0.34,1.4,Привыкание
HAYVAN_0267,Енот,Вечер,Жилая зона,70.6,56.7,4,3,0.58,0.78,Избегание
HAYVAN_0268,Енот,Вечер,Промышленная зона,56.1,55.2,2,3,0.36,0.12,Избегание
HAYVAN_0269,Голубь,После полудня,Жилая зона,70.9,28.9,9,7,0.31,0.79,Избегание
HAYVAN_0270,Лиса,Вечер,Торговая зона,77.4,31.7,4,6,0.19,1.91,Привыкание
HAYVAN_0271,Голубь,Вечер,Промышленная зона,75.0,16.1,5,4,0.49,1.12,Привыкание
HAYVAN_0272,Голубь,После полудня,Жилая зона,66.6,32.2,2,2,0.67,1.49,Инновационность
HAYVAN_0273,Енот,Вечер,Парк,73.3,15.0,7,9,0.44,0.74,Избегание
HAYVAN_0274,Голубь,Вечер,Промышленная зона,55.6,6.0,10,1,0.15,1.42,Эксплуатация
HAYVAN_0275,Голубь,Вечер,Промышленная зона,64.3,18.5,3,8,0.34,1.74,Привыкание
HAYVAN_0276,Енот,После полудня,Промышленная зона,80.2,43.1,2,7,0.07,0.21,Привыкание
HAYVAN_0277,Голубь,Утро,Жилая зона,57.1,31.5,6,2,0.42,0.71,Привыкание
HAYVAN_0278,Голубь,Утро,Торговая зона,67.0,39.0,3,1,0.12,0.58,Привыкание
HAYVAN_0279,Лиса,После полудня,Торговая зона,61.3,30.3,7,7,0.18,1.86,Привыкание
HAYVAN_0280,Енот,Утро,Жилая зона,63.0,16.2,2,3,0.45,0.22,Избегание
HAYVAN_0281,Белка,Утро,Торговая зона,69.1,37.8,10,3,0.27,1.24,Инновационность
HAYVAN_0282,Енот,После полудня,Торговая зона,62.3,31.4,6,2,0.09,0.58,Привыкание
HAYVAN_0283,Енот,Ночь,Парк,65.0,49.7,8,1,0.22,0.91,Инновационность
HAYVAN_0284,Лиса,После полудня,Торговая зона,60.0,50.3,7,4,0.13,1.65,Привыкание
HAYVAN_0285,Енот,Утро,Жилая зона,46.7,25.6,5,7,0.32,3.58,Привыкание
HAYVAN_0286,Лиса,Утро,Жилая зона,66.9,31.8,7,4,0.43,0.47,Инновационность
HAYVAN_0287,Белка,Вечер,Жилая зона,69.4,16.6,2,9,0.37,1.55,Инновационность
HAYVAN_0288,Белка,Ночь,Парк,78.8,17.1,2,8,0.26,0.32,Эксплуатация
HAYVAN_0289,Лиса,Утро,Промышленная зона,63.7,21.4,4,9,0.58,1.97,Избегание
HAYVAN_0290,Белка,Вечер,Торговая зона,51.1,37.4,9,5,0.07,1.09,Избегание
HAYVAN_0291,Голубь,Ночь,Жилая зона,57.5,22.2,1,5,0.27,3.41,Привыкание
HAYVAN_0292,Белка,Утро,Парк,70.4,53.2,4,4,0.46,0.9,Инновационность
HAYVAN_0293,Голубь,Ночь,Торговая зона,64.2,37.1,5,9,0.22,0.16,Избегание
HAYVAN_0294,Белка,Вечер,Промышленная зона,67.8,26.0,3,4,0.39,2.79,Эксплуатация
HAYVAN_0295,Енот,Утро,Парк,61.5,45.2,4,2,0.6,3.14,Эксплуатация
HAYVAN_0296,Белка,После полудня,Жилая зона,83.7,19.0,10,8,0.41,0.15,Привыкание
HAYVAN_0297,Белка,После полудня,Жилая зона,82.3,20.3,4,7,0.35,3.46,Избегание
HAYVAN_0298,Белка,Утро,Промышленная зона,55.7,50.2,4,2,0.14,3.93,Эксплуатация
HAYVAN_0299,Енот,Утро,Торговая зона,74.1,10.4,9,9,0.39,0.93,Привыкание
HAYVAN_0300,Голубь,Вечер,Парк,68.0,27.8,7,10,0.09,0.65,Привыкание
HAYVAN_0301,Енот,Вечер,Парк,65.1,24.3,8,3,0.29,0.39,Привыкание
HAYVAN_0302,Лиса,Вечер,Торговая зона,56.4,19.0,10,5,0.42,0.49,Эксплуатация
HAYVAN_0303,Енот,Утро,Жилая зона,81.2,44.8,6,4,0.16,1.98,Привыкание
HAYVAN_0304,Енот,Ночь,Торговая зона,76.7,42.9,5,9,0.26,3.77,Избегание
HAYVAN_0305,Енот,Ночь,Торговая зона,50.4,40.2,6,5,0.28,0.1,Привыкание
HAYVAN_0306,Белка,Утро,Торговая зона,78.8,30.3,1,1,0.49,2.65,Инновационность
HAYVAN_0307,Голубь,Ночь,Жилая зона,64.6,39.6,6,4,0.44,0.18,Избегание
HAYVAN_0308,Голубь,После полудня,Жилая зона,59.0,-0.0,3,5,0.13,1.02,Привыкание
HAYVAN_0309,Голубь,Утро,Парк,55.2,23.9,3,2,0.28,0.38,Эксплуатация
HAYVAN_0310,Енот,После полудня,Торговая зона,74.4,30.6,1,8,0.39,0.83,Привыкание
HAYVAN_0311,Голубь,После полудня,Торговая зона,69.0,21.2,1,1,0.19,0.51,Привыкание
HAYVAN_0312,Лиса,После полудня,Жилая зона,56.3,32.8,7,4,0.07,1.35,Привыкание
HAYVAN_0313,Голубь,Вечер,Жилая зона,56.9,65.7,3,4,0.37,0.06,Привыкание
HAYVAN_0314,Голубь,После полудня,Торговая зона,61.1,31.7,5,6,0.45,4.57,Привыкание
HAYVAN_0315,Голубь,Вечер,Промышленная зона,59.9,36.2,2,8,0.22,2.63,Эксплуатация
HAYVAN_0316,Белка,Утро,Жилая зона,70.3,33.0,3,7,0.4,1.0,Эксплуатация
HAYVAN_0317,Голубь,Вечер,Промышленная зона,68.8,12.0,5,10,0.64,0.51,Инновационность
HAYVAN_0318,Белка,Ночь,Торговая зона,58.6,7.7,3,8,0.52,0.31,Избегание
HAYVAN_0319,Голубь,После полудня,Торговая зона,48.4,5.7,4,10,0.16,3.1,Привыкание
HAYVAN_0320,Голубь,После полудня,Промышленная зона,51.7,34.2,3,2,0.3,2.3,Эксплуатация
HAYVAN_0321,Енот,Ночь,Промышленная зона,73.7,-0.6,9,7,0.1,1.27,Привыкание
HAYVAN_0322,Голубь,Вечер,Торговая зона,55.1,39.6,5,3,0.28,1.44,Избегание
HAYVAN_0323,Белка,После полудня,Промышленная зона,66.1,27.0,4,3,0.69,6.24,Эксплуатация
HAYVAN_0324,Енот,Вечер,Торговая зона,47.4,36.8,2,8,0.43,0.81,Избегание
HAYVAN_0325,Енот,Ночь,Промышленная зона,69.0,10.1,8,6,0.35,0.53,Избегание
HAYVAN_0326,Голубь,После полудня,Торговая зона,84.2,53.3,6,7,0.15,6.45,Привыкание
HAYVAN_0327,Голубь,Ночь,Жилая зона,51.7,29.1,6,1,0.12,1.51,Эксплуатация
HAYVAN_0328,Белка,Вечер,Торговая зона,70.5,1.6,5,6,0.15,5.59,Эксплуатация
HAYVAN_0329,Енот,Вечер,Торговая зона,67.7,48.5,7,10,0.14,0.08,Эксплуатация
HAYVAN_0330,Белка,Вечер,Жилая зона,74.2,10.9,5,8,0.05,1.53,Привыкание
HAYVAN_0331,Лиса,Утро,Торговая зона,63.7,11.7,8,3,0.21,1.54,Избегание
HAYVAN_0332,Белка,Ночь,Жилая зона,67.7,12.0,5,10,0.23,0.73,Избегание
HAYVAN_0333,Лиса,Вечер,Жилая зона,66.8,25.3,4,3,0.17,0.66,Избегание
HAYVAN_0334,Белка,Вечер,Промышленная зона,70.7,38.8,8,8,0.39,1.78,Избегание
HAYVAN_0335,Голубь,Утро,Торговая зона,56.6,38.4,6,9,0.26,0.49,Избегание
HAYVAN_0336,Голубь,Утро,Жилая зона,66.9,67.8,9,8,0.28,1.74,Привыкание
HAYVAN_0337,Голубь,Ночь,Парк,73.1,20.0,9,6,0.1,0.12,Инновационность
HAYVAN_0338,Лиса,Ночь,Торговая зона,76.7,23.1,1,9,0.65,1.25,Инновационность
HAYVAN_0339,Голубь,Вечер,Торговая зона,70.0,9.5,3,5,0.14,1.0,Эксплуатация
HAYVAN_0340,Енот,Ночь,Парк,53.7,13.5,4,4,0.22,10.44,Избегание
HAYVAN_0341,Белка,Утро,Жилая зона,49.5,46.8,7,8,0.33,3.19,Инновационность
HAYVAN_0342,Белка,После полудня,Торговая зона,69.1,22.5,1,8,0.45,1.52,Избегание
HAYVAN_0343,Голубь,Вечер,Парк,54.9,36.8,6,3,0.33,0.36,Привыкание
HAYVAN_0344,Лиса,Утро,Торговая зона,73.4,30.5,10,2,0.2,0.91,Избегание
HAYVAN_0345,Голубь,Утро,Промышленная зона,62.1,14.2,1,2,0.22,1.41,Избегание
HAYVAN_0346,Енот,Вечер,Торговая зона,75.1,17.6,7,6,0.17,0.79,Эксплуатация
HAYVAN_0347,Голубь,Ночь,Жилая зона,86.3,1.9,5,3,0.25,1.31,Привыкание
HAYVAN_0348,Голубь,Вечер,Жилая зона,64.4,27.0,4,2,0.38,0.8,Избегание
HAYVAN_0349,Белка,Утро,Торговая зона,63.8,31.2,8,10,0.39,2.13,Избегание
HAYVAN_0350,Белка,Ночь,Парк,75.1,25.4,9,9,0.17,0.29,Избегание
HAYVAN_0351,Лиса,Утро,Парк,75.6,44.9,4,5,0.45,0.68,Эксплуатация
HAYVAN_0352,Белка,Вечер,Парк,82.0,10.1,10,8,0.34,0.89,Привыкание
HAYVAN_0353,Голубь,Вечер,Жилая зона,67.0,30.7,2,4,0.56,0.54,Привыкание
HAYVAN_0354,Енот,Ночь,Торговая зона,58.7,14.9,1,3,0.2,2.45,Привыкание
HAYVAN_0355,Енот,Ночь,Промышленная зона,65.1,35.7,10,2,0.21,3.9,Привыкание
HAYVAN_0356,Голубь,Утро,Промышленная зона,58.8,16.5,10,5,0.59,5.77,Привыкание
HAYVAN_0357,Енот,После полудня,Промышленная зона,67.4,42.2,3,3,0.47,2.68,Привыкание
HAYVAN_0358,Енот,Утро,Жилая зона,56.3,39.6,3,7,0.05,3.74,Привыкание
HAYVAN_0359,Лиса,Ночь,Промышленная зона,74.0,35.0,5,7,0.6,2.67,Привыкание
HAYVAN_0360,Голубь,Вечер,Промышленная зона,72.0,33.9,5,3,0.21,2.21,Эксплуатация
HAYVAN_0361,Голубь,Ночь,Парк,66.4,34.3,5,3,0.13,9.01,Эксплуатация
HAYVAN_0362,Енот,После полудня,Парк,65.3,35.0,6,5,0.13,1.33,Эксплуатация
HAYVAN_0363,Лиса,После полудня,Промышленная зона,63.0,38.0,5,4,0.22,1.1,Эксплуатация
HAYVAN_0364,Енот,Утро,Парк,78.1,24.7,5,10,0.58,3.33,Эксплуатация
HAYVAN_0365,Голубь,Ночь,Торговая зона,76.9,13.2,6,10,0.08,0.2,Избегание
HAYVAN_0366,Лиса,Вечер,Торговая зона,66.5,29.3,6,3,0.37,1.18,Избегание
HAYVAN_0367,Голубь,После полудня,Парк,56.4,37.7,4,1,0.2,0.12,Избегание
HAYVAN_0368,Голубь,Утро,Парк,53.2,37.7,9,5,0.23,2.21,Эксплуатация
HAYVAN_0369,Голубь,Ночь,Торговая зона,67.9,56.0,2,4,0.22,4.6,Привыкание
HAYVAN_0370,Лиса,Вечер,Жилая зона,58.6,22.5,3,3,0.01,1.41,Избегание
HAYVAN_0371,Белка,Вечер,Промышленная зона,69.8,8.8,9,10,0.24,0.34,Избегание
HAYVAN_0372,Голубь,Вечер,Парк,61.1,21.8,6,8,0.53,2.98,Привыкание
HAYVAN_0373,Енот,Утро,Жилая зона,72.7,23.7,7,8,0.16,0.07,Привыкание
HAYVAN_0374,Лиса,Вечер,Промышленная зона,67.1,17.9,9,4,0.39,3.11,Избегание
HAYVAN_0375,Лиса,Ночь,Парк,75.0,14.4,10,9,0.64,1.82,Избегание
HAYVAN_0376,Енот,Ночь,Парк,42.7,28.0,5,4,0.19,1.88,Эксплуатация
HAYVAN_0377,Белка,Ночь,Жилая зона,62.7,29.0,8,2,0.35,0.21,Избегание
HAYVAN_0378,Голубь,После полудня,Промышленная зона,87.2,14.4,7,2,0.02,2.93,Инновационность
HAYVAN_0379,Лиса,Утро,Парк,40.0,12.8,2,5,0.3,0.07,Эксплуатация
HAYVAN_0380,Енот,Утро,Промышленная зона,73.4,35.5,4,4,0.36,2.79,Привыкание
HAYVAN_0381,Голубь,Утро,Промышленная зона,69.2,37.1,2,10,0.56,1.88,Привыкание
HAYVAN_0382,Белка,Утро,Промышленная зона,77.9,17.7,6,7,0.38,3.58,Избегание
HAYVAN_0383,Лиса,Ночь,Жилая зона,63.3,27.4,4,5,0.53,0.24,Привыкание
HAYVAN_0384,Лиса,Вечер,Промышленная зона,76.9,37.4,6,4,0.29,0.58,Избегание
HAYVAN_0385,Лиса,Ночь,Торговая зона,77.2,32.0,3,9,0.25,4.91,Инновационность
HAYVAN_0386,Енот,Утро,Парк,67.0,53.4,6,2,0.37,0.03,Эксплуатация
HAYVAN_0387,Голубь,После полудня,Промышленная зона,53.4,9.9,10,9,0.24,0.36,Эксплуатация
HAYVAN_0388,Белка,После полудня,Парк,74.1,6.6,2,7,0.48,2.05,Эксплуатация
HAYVAN_0389,Лиса,Ночь,Торговая зона,55.3,40.8,2,1,0.03,0.05,Эксплуатация
HAYVAN_0390,Енот,После полудня,Торговая зона,63.6,35.3,4,2,0.58,3.06,Привыкание
HAYVAN_0391,Енот,После полудня,Торговая зона,74.5,21.8,6,5,0.36,2.36,Эксплуатация
HAYVAN_0392,Голубь,Ночь,Торговая зона,75.9,46.3,9,6,0.4,1.8,Эксплуатация
HAYVAN_0393,Белка,После полудня,Парк,61.5,20.3,2,3,0.73,0.18,Привыкание
HAYVAN_0394,Голубь,Утро,Промышленная зона,71.3,37.7,3,10,0.13,0.04,Привыкание
HAYVAN_0395,Голубь,Вечер,Жилая зона,49.6,27.3,9,7,0.36,5.14,Избегание
HAYVAN_0396,Голубь,После полудня,Промышленная зона,60.3,18.4,10,7,0.32,1.91,Избегание
HAYVAN_0397,Енот,Вечер,Промышленная зона,79.7,23.6,7,5,0.35,1.6,Эксплуатация
HAYVAN_0398,Голубь,После полудня,Парк,78.4,47.6,3,6,0.08,1.15,Избегание
HAYVAN_0399,Енот,После полудня,Промышленная зона,71.7,24.2,9,5,0.43,1.05,Привыкание
HAYVAN_0400,Белка,После полудня,Торговая зона,63.6,52.6,7,4,0.04,0.11,Эксплуатация
HAYVAN_0401,Голубь,Вечер,Парк,73.5,32.3,7,7,0.26,1.41,Привыкание
HAYVAN_0402,Голубь,Утро,Жилая зона,64.8,26.2,6,2,0.38,1.97,Инновационность
HAYVAN_0403,Белка,После полудня,Парк,66.7,14.9,7,9,0.13,3.31,Инновационность
HAYVAN_0404,Голубь,Утро,Парк,65.9,40.1,5,8,0.23,0.95,Привыкание
HAYVAN_0405,Белка,После полудня,Жилая зона,57.2,33.1,7,3,0.52,0.99,Избегание
HAYVAN_0406,Енот,Ночь,Парк,72.3,28.8,2,2,0.22,2.52,Инновационность
HAYVAN_0407,Лиса,Утро,Торговая зона,54.3,31.5,3,1,0.43,2.73,Инновационность
HAYVAN_0408,Голубь,Утро,Промышленная зона,72.8,28.2,8,1,0.36,0.04,Избегание
HAYVAN_0409,Голубь,После полудня,Парк,55.4,12.1,4,4,0.21,0.89,Избегание
HAYVAN_0410,Енот,Утро,Жилая зона,57.8,39.8,3,7,0.32,3.57,Эксплуатация
HAYVAN_0411,Енот,Вечер,Промышленная зона,36.6,57.9,4,2,0.38,0.02,Привыкание
HAYVAN_0412,Голубь,Утро,Торговая зона,63.4,55.5,9,5,0.4,7.89,Привыкание
HAYVAN_0413,Белка,Ночь,Промышленная зона,66.9,31.6,3,10,0.85,0.55,Инновационность
HAYVAN_0414,Лиса,Вечер,Торговая зона,73.3,26.2,5,7,0.66,0.09,Эксплуатация
HAYVAN_0415,Голубь,Утро,Торговая зона,78.1,31.3,7,6,0.21,1.38,Инновационность
HAYVAN_0416,Лиса,Вечер,Торговая зона,50.1,20.7,1,4,0.21,1.7,Эксплуатация
HAYVAN_0417,Енот,После полудня,Парк,74.8,34.2,6,10,0.17,2.37,Привыкание
HAYVAN_0418,Енот,Вечер,Торговая зона,60.4,35.6,6,10,0.33,1.71,Привыкание
HAYVAN_0419,Голубь,Ночь,Промышленная зона,64.3,12.0,6,3,0.48,2.4,Избегание
HAYVAN_0420,Белка,Вечер,Парк,63.9,25.1,4,10,0.14,3.52,Избегание
HAYVAN_0421,Голубь,Ночь,Жилая зона,60.5,43.1,1,3,0.12,1.29,Избегание
HAYVAN_0422,Голубь,Утро,Парк,56.1,43.5,5,5,0.1,0.97,Эксплуатация
HAYVAN_0423,Белка,Утро,Торговая зона,67.8,11.1,3,8,0.02,0.24,Избегание
HAYVAN_0424,Белка,После полудня,Жилая зона,73.1,46.4,4,5,0.06,1.12,Избегание
HAYVAN_0425,Голубь,Ночь,Торговая зона,52.4,25.7,7,8,0.3,5.15,Эксплуатация
HAYVAN_0426,Белка,Вечер,Жилая зона,64.8,29.6,2,6,0.53,0.31,Инновационность
HAYVAN_0427,Белка,Утро,Парк,58.7,27.6,5,2,0.19,0.08,Инновационность
HAYVAN_0428,Голубь,Утро,Промышленная зона,76.0,-1.7,10,5,0.27,1.22,Привыкание
HAYVAN_0429,Лиса,Ночь,Парк,69.9,36.3,4,9,0.3,4.98,Эксплуатация
HAYVAN_0430,Голубь,Вечер,Промышленная зона,80.1,5.9,6,10,0.29,0.21,Эксплуатация
HAYVAN_0431,Голубь,Вечер,Торговая зона,49.5,42.5,2,7,0.15,3.03,Эксплуатация
HAYVAN_0432,Енот,После полудня,Торговая зона,75.3,10.5,4,10,0.06,1.67,Эксплуатация
HAYVAN_0433,Голубь,Утро,Парк,66.6,45.9,10,6,0.09,2.5,Эксплуатация
HAYVAN_0434,Голубь,Вечер,Торговая зона,57.7,33.5,7,3,0.34,3.03,Инновационность
HAYVAN_0435,Голубь,Ночь,Промышленная зона,69.9,39.1,8,4,0.28,0.01,Эксплуатация
HAYVAN_0436,Енот,После полудня,Торговая зона,80.7,19.2,1,3,0.09,1.42,Эксплуатация
HAYVAN_0437,Белка,Вечер,Промышленная зона,81.0,2.9,4,10,0.49,2.01,Инновационность
HAYVAN_0438,Енот,Ночь,Жилая зона,73.2,15.3,1,3,0.53,2.11,Избегание
HAYVAN_0439,Лиса,Ночь,Торговая зона,55.1,34.8,2,3,0.23,0.46,Эксплуатация
HAYVAN_0440,Голубь,Вечер,Промышленная зона,68.1,36.9,4,2,0.13,0.33,Эксплуатация
HAYVAN_0441,Голубь,После полудня,Парк,68.4,17.1,5,3,0.17,0.05,Избегание
HAYVAN_0442,Голубь,Вечер,Торговая зона,77.4,49.9,3,7,0.08,0.94,Привыкание
HAYVAN_0443,Белка,Ночь,Промышленная зона,63.4,29.7,7,7,0.05,1.44,Привыкание
HAYVAN_0444,Голубь,Утро,Жилая зона,65.2,5.4,7,10,0.4,0.02,Привыкание
HAYVAN_0445,Енот,После полудня,Жилая зона,58.5,34.0,1,10,0.42,7.36,Инновационность
HAYVAN_0446,Белка,После полудня,Торговая зона,71.7,18.4,9,4,0.41,0.56,Эксплуатация
HAYVAN_0447,Белка,Вечер,Промышленная зона,62.8,42.3,3,8,0.69,2.95,Инновационность
HAYVAN_0448,Голубь,После полудня,Жилая зона,66.9,33.4,3,6,0.67,0.75,Инновационность
HAYVAN_0449,Голубь,Вечер,Парк,60.3,32.3,5,10,0.63,1.6,Привыкание
HAYVAN_0450,Енот,После полудня,Парк,65.5,25.7,1,5,0.22,2.77,Избегание
HAYVAN_0451,Енот,После полудня,Промышленная зона,54.2,46.8,1,7,0.33,0.3,Эксплуатация
HAYVAN_0452,Белка,Вечер,Парк,66.6,16.4,9,3,0.05,2.52,Инновационность
HAYVAN_0453,Голубь,Вечер,Жилая зона,59.0,35.0,9,8,0.27,1.38,Избегание
HAYVAN_0454,Лиса,После полудня,Промышленная зона,72.0,30.6,7,3,0.61,5.25,Привыкание
HAYVAN_0455,Белка,Вечер,Жилая зона,83.5,14.5,7,7,0.09,1.21,Привыкание
HAYVAN_0456,Енот,Утро,Торговая зона,73.5,28.9,7,1,0.2,1.18,Инновационность
HAYVAN_0457,Енот,Вечер,Торговая зона,53.8,15.8,8,9,0.13,0.81,Привыкание
HAYVAN_0458,Енот,Вечер,Торговая зона,61.4,60.6,2,4,0.16,0.95,Инновационность
HAYVAN_0459,Лиса,Утро,Промышленная зона,48.9,45.2,3,8,0.26,0.61,Привыкание
HAYVAN_0460,Белка,Вечер,Промышленная зона,65.1,5.5,3,2,0.03,2.09,Привыкание
HAYVAN_0461,Голубь,Утро,Промышленная зона,47.3,23.2,6,4,0.25,0.15,Инновационность
HAYVAN_0462,Голубь,Вечер,Торговая зона,53.0,39.1,6,1,0.1,0.35,Эксплуатация
HAYVAN_0463,Голубь,После полудня,Торговая зона,76.0,47.6,5,2,0.21,0.11,Привыкание
HAYVAN_0464,Белка,Ночь,Торговая зона,73.6,43.1,8,9,0.08,0.81,Привыкание
HAYVAN_0465,Лиса,Ночь,Промышленная зона,49.8,58.6,2,6,0.23,1.83,Привыкание
HAYVAN_0466,Енот,Утро,Жилая зона,60.5,32.0,2,6,0.12,5.88,Эксплуатация
HAYVAN_0467,Лиса,Ночь,Промышленная зона,69.6,49.2,10,5,0.25,1.36,Привыкание
HAYVAN_0468,Енот,Ночь,Промышленная зона,68.9,12.6,2,7,0.38,0.23,Избегание
HAYVAN_0469,Енот,Вечер,Промышленная зона,48.7,43.1,5,10,0.1,3.01,Привыкание
HAYVAN_0470,Лиса,Ночь,Жилая зона,67.6,26.9,9,10,0.38,2.67,Инновационность
HAYVAN_0471,Енот,Утро,Промышленная зона,58.9,27.8,10,10,0.36,2.02,Избегание
HAYVAN_0472,Лиса,После полудня,Промышленная зона,77.0,50.7,10,1,0.2,0.98,Привыкание
HAYVAN_0473,Голубь,Ночь,Торговая зона,63.0,44.5,9,7,0.11,0.59,Избегание
HAYVAN_0474,Голубь,Утро,Торговая зона,68.6,27.5,5,7,0.23,3.29,Избегание
HAYVAN_0475,Белка,После полудня,Парк,63.9,68.3,10,9,0.59,0.35,Избегание
HAYVAN_0476,Енот,Вечер,Торговая зона,71.7,48.9,4,10,0.18,0.72,Инновационность
HAYVAN_0477,Лиса,После полудня,Парк,57.3,23.4,9,3,0.34,0.25,Эксплуатация
HAYVAN_0478,Енот,Утро,Жилая зона,71.7,-6.3,1,1,0.49,0.11,Инновационность
HAYVAN_0479,Лиса,Ночь,Торговая зона,77.1,34.2,6,2,0.41,1.33,Привыкание
HAYVAN_0480,Енот,Вечер,Промышленная зона,83.4,24.1,6,7,0.34,0.86,Избегание
HAYVAN_0481,Енот,Вечер,Промышленная зона,80.8,20.6,3,4,0.5,2.01,Привыкание
HAYVAN_0482,Лиса,Вечер,Торговая зона,59.6,22.6,4,1,0.25,1.03,Привыкание
HAYVAN_0483,Лиса,Ночь,Торговая зона,70.8,32.3,5,7,0.5,1.6,Избегание
HAYVAN_0484,Лиса,После полудня,Промышленная зона,73.1,49.7,9,9,0.15,1.45,Избегание
HAYVAN_0485,Енот,Вечер,Торговая зона,70.9,15.3,9,8,0.38,2.11,Избегание
HAYVAN_0486,Голубь,После полудня,Торговая зона,72.5,28.9,8,7,0.27,0.27,Инновационность
HAYVAN_0487,Голубь,После полудня,Торговая зона,69.2,27.0,8,2,0.18,1.36,Эксплуатация
HAYVAN_0488,Голубь,После полудня,Парк,59.5,17.6,6,7,0.31,0.41,Привыкание
HAYVAN_0489,Белка,Вечер,Жилая зона,67.1,34.2,4,6,0.36,0.04,Привыкание
HAYVAN_0490,Енот,Утро,Торговая зона,73.5,56.6,4,9,0.21,1.57,Привыкание
HAYVAN_0491,Лиса,Вечер,Торговая зона,69.6,39.2,5,8,0.49,0.05,Инновационность
HAYVAN_0492,Белка,Вечер,Жилая зона,54.0,31.1,3,9,0.23,1.13,Инновационность
HAYVAN_0493,Белка,Вечер,Жилая зона,56.2,23.4,2,6,0.12,1.94,Эксплуатация
HAYVAN_0494,Енот,Вечер,Промышленная зона,60.9,30.7,3,2,0.32,6.23,Эксплуатация
HAYVAN_0495,Енот,Ночь,Жилая зона,63.0,4.2,4,1,0.19,3.01,Инновационность
HAYVAN_0496,Белка,После полудня,Промышленная зона,66.6,29.1,8,4,0.27,1.48,Избегание
HAYVAN_0497,Белка,Утро,Жилая зона,55.2,27.1,5,8,0.13,1.63,Привыкание
HAYVAN_0498,Белка,Вечер,Торговая зона,72.9,37.2,3,2,0.22,2.22,Привыкание
HAYVAN_0499,Голубь,Вечер,Жилая зона,46.4,44.2,2,10,0.08,0.14,Привыкание
HAYVAN_0500,Лиса,После полудня,Жилая зона,70.3,41.2,6,3,0.19,1.81,Эксплуатация
HAYVAN_0501,Енот,После полудня,Торговая зона,70.1,28.0,1,6,0.19,2.68,Инновационность
HAYVAN_0502,Голубь,После полудня,Торговая зона,71.4,22.2,6,2,0.05,2.06,Инновационность
HAYVAN_0503,Белка,Утро,Промышленная зона,34.3,20.6,5,2,0.38,0.22,Инновационность
HAYVAN_0504,Енот,После полудня,Парк,51.5,18.3,4,9,0.21,2.76,Эксплуатация
HAYVAN_0505,Белка,Утро,Жилая зона,61.5,20.8,1,10,0.26,0.12,Избегание
HAYVAN_0506,Голубь,Вечер,Парк,66.7,28.2,9,10,0.07,0.63,Эксплуатация
HAYVAN_0507,Голубь,После полудня,Парк,64.2,11.7,2,8,0.23,1.28,Избегание
HAYVAN_0508,Голубь,Вечер,Промышленная зона,56.9,36.6,10,5,0.38,1.57,Эксплуатация
HAYVAN_0509,Белка,Ночь,Жилая зона,77.8,28.4,7,5,0.46,0.67,Привыкание
HAYVAN_0510,Голубь,Ночь,Парк,68.2,17.5,4,1,0.12,0.32,Инновационность
HAYVAN_0511,Белка,Вечер,Торговая зона,61.1,20.4,3,2,0.32,0.03,Избегание
HAYVAN_0512,Белка,Вечер,Жилая зона,55.1,42.6,9,1,0.23,0.08,Эксплуатация
HAYVAN_0513,Белка,Ночь,Торговая зона,65.7,43.6,9,1,0.56,4.07,Эксплуатация
HAYVAN_0514,Голубь,Вечер,Торговая зона,77.6,65.8,5,5,0.22,0.5,Привыкание
HAYVAN_0515,Голубь,Ночь,Торговая зона,65.4,38.5,4,4,0.13,3.33,Привыкание
HAYVAN_0516,Голубь,После полудня,Жилая зона,64.7,19.9,4,1,0.17,2.03,Привыкание
HAYVAN_0517,Голубь,Утро,Жилая зона,65.7,19.2,3,10,0.44,0.35,Привыкание
HAYVAN_0518,Белка,После полудня,Жилая зона,66.2,35.8,9,9,0.64,1.5,Привыкание
HAYVAN_0519,Голубь,После полудня,Торговая зона,62.7,42.1,7,1,0.07,3.25,Избегание
HAYVAN_0520,Голубь,После полудня,Парк,55.3,51.1,5,7,0.33,3.45,Эксплуатация
HAYVAN_0521,Лиса,Вечер,Парк,80.3,16.9,6,9,0.07,0.86,Инновационность
HAYVAN_0522,Голубь,После полудня,Промышленная зона,71.4,31.5,3,5,0.23,2.01,Эксплуатация
HAYVAN_0523,Белка,Вечер,Промышленная зона,86.2,12.6,6,5,0.48,2.02,Инновационность
HAYVAN_0524,Енот,Вечер,Парк,70.0,35.7,5,1,0.12,1.8,Избегание
HAYVAN_0525,Енот,Утро,Торговая зона,62.7,14.8,7,8,0.27,0.29,Избегание
HAYVAN_0526,Голубь,Вечер,Жилая зона,55.5,51.8,2,2,0.11,6.91,Избегание
HAYVAN_0527,Енот,Вечер,Торговая зона,61.7,18.3,10,3,0.06,1.42,Инновационность
HAYVAN_0528,Голубь,Ночь,Жилая зона,53.5,39.1,9,5,0.35,0.71,Избегание
HAYVAN_0529,Лиса,Ночь,Торговая зона,86.0,32.3,8,5,0.68,0.29,Привыкание
HAYVAN_0530,Голубь,Ночь,Торговая зона,64.8,30.7,3,3,0.23,3.87,Избегание
